序号,招聘信息id,公司地址,招聘岗位,公司类型,最低薪资,最高薪资,员工数量,学历,岗位经验,企业名称,企业类型
1208,1482191940312236048,广州,产品助理(SX),50-100人,6000,9000,合资,3,3,联奕科技,"[""互联网""]"
1209,1482191940312236047,广州,数据分析专员,50-100人,6000,8000,合资,2,0,链链好车融资租赁(广州)有限公司,"[""互联网""]"
1210,1482191940312236046,广州,BI项目工程师（ETL开发）,50-100人,8000,12000,合资,3,0,嫚熙控股(广州)有限公司,"[""互联网""]"
1211,1482191940312236045,广州,数据分析专员,50-100人,8000,10000,合资,3,5,嫚熙控股(广州)有限公司,"[""互联网""]"
1212,1482191940312236044,广州,数据分析师,50-100人,6000,8000,合资,2,3,嫚熙控股(广州)有限公司,"[""互联网""]"
1213,1482191940312236043,广州,数据分析师,50-100人,6000,8000,合资,2,3,嫚熙控股(广州)有限公司,"[""互联网""]"
1214,1482191940312236042,广州,高级数据产品经理,50-100人,20000,40000,合资,3,3,名创优品科技(广州)有限公司,"[""互联网""]"
1215,1482191940312236041,广州天河区,供应链专员（数据分析）,50-100人,6000,10000,合资,3,1,Povison,"[""互联网""]"
1216,1482191940312236040,广州天河区,数据分析师,50-100人,10000,12000,合资,3,3,Povison,"[""互联网""]"
1217,1482191940312236039,广州天河区,数据分析师,50-100人,10000,12000,合资,3,3,Povison,"[""互联网""]"
1218,1482191940312236038,广州海珠区,【总部研发】计算机视觉工程师,50-100人,25000,45000,合资,3,1,牧今科技(广州)有限责任公司,"[""互联网""]"
1219,1482191940312236037,广州番禺区,数据分析专员,50-100人,7000,10000,合资,2,3,南昌索歌企业管理有限公司,"[""互联网""]"
1220,1482191940312236036,广州天河区,数据分析师,50-100人,10000,15000,合资,3,3,诺亚正行,"[""互联网""]"
1221,1482191940312236035,广州天河区,数据分析师,50-100人,10000,15000,合资,3,3,诺亚正行,"[""互联网""]"
1222,1482191940312236034,广州天河区,数据产品经理&BI分析师,50-100人,15000,25000,合资,3,5,朴诚乳业(集团)有限公司,"[""互联网""]"
1223,1482191940312236033,广州天河区,数据产品经理&BI分析师,50-100人,15000,25000,合资,3,5,朴诚乳业(集团)有限公司,"[""互联网""]"
1224,1482191940312236032,广州,数据分析师,50-100人,12000,24000,合资,3,0,普华永道信息技术,"[""互联网""]"
1225,1482191940308041737,广州,数据分析师,50-100人,12000,24000,合资,3,0,普华永道信息技术,"[""互联网""]"
1226,1482191940308041736,广州,数据分析师Data Analyst,50-100人,10000,24000,合资,3,0,普华永道信息技术,"[""互联网""]"
1227,1482191940308041735,广州海珠区,数据产品经理,50-100人,18000,25000,合资,3,5,前海爱讯科技(深圳)有限公司,"[""互联网""]"
1228,1482191940308041734,广州天河区,数据平台产品经理,50-100人,18000,22000,合资,3,5,侨鑫集团,"[""互联网""]"
1229,1482191940308041733,广州,数据平台产品经理,50-100人,15000,20000,合资,3,3,侨鑫集团,"[""互联网""]"
1230,1482191940308041732,广州,推广与数据分析专员,50-100人,4000,8000,合资,3,0,青木数字技术股份有限公司,"[""互联网""]"
1231,1482191940308041731,广州,推广与数据分析专员（2020届校园招聘）,50-100人,4000,6000,合资,3,0,青木数字技术股份有限公司,"[""互联网""]"
1232,1482191940308041730,广州,推广数据分析专员,50-100人,5000,10000,合资,3,0,青木数字技术股份有限公司,"[""互联网""]"
1233,1482191940308041729,广州天河区,电商数据分析师/资深分析师,50-100人,6000,10000,合资,3,0,群邑(上海)广告有限公司,"[""互联网""]"
1234,1482191940308041728,广州天河区,电商数据分析师/资深分析师,50-100人,6000,10000,合资,3,0,群邑(上海)广告有限公司,"[""互联网""]"
1235,1482191860389773326,广州白云区,2022届储备干部（商品中心）- 数据分析岗,50-100人,4000,5000,合资,2,0,三福服饰有限公司,"[""互联网""]"
1236,1482191860389773325,广州海珠区,产品经理（大数据））,50-100人,9000,18000,合资,2,1,三盟,"[""互联网""]"
1237,1482191860389773324,广州天河区,资深数据分析专员,50-100人,8000,10000,合资,2,3,韩极服饰,"[""互联网""]"
1238,1482191860389773323,广州,数据分析专员,50-100人,8000,10000,合资,2,1,法宝网,"[""互联网""]"
1239,1482191860389773322,广州白云区,商品数据分析专员,50-100人,8000,15000,合资,3,3,本来生活,"[""互联网""]"
1240,1482191860389773321,广州海珠区,数据分析师（商业化方向）,50-100人,15000,30000,合资,3,3,触宝,"[""互联网""]"
1241,1482191860389773320,广州海珠区,数据分析师（商业化方向）,50-100人,15000,30000,合资,3,3,触宝,"[""互联网""]"
1242,1482191860389773319,广州天河区,数据产品经理,50-100人,30000,35000,合资,3,0,埋堆堆,"[""互联网""]"
1243,1482191860389773318,广州,高级ETL开发工程师,50-100人,15000,20000,合资,2,5,复深蓝软件,"[""互联网""]"
1244,1482191860389773317,广州,数据产品经理,50-100人,10000,20000,合资,3,3,恒企教育,"[""互联网""]"
1245,1482191860389773316,广州海珠区,高级数据分析师（广州） (MJ000686),50-100人,20000,25000,合资,3,3,锦江电商,"[""互联网""]"
1246,1482191860389773315,广州海珠区,高级数据分析师（广州） (MJ000686),50-100人,20000,25000,合资,3,3,锦江电商,"[""互联网""]"
1247,1482191860389773314,广州荔湾区,数据产品经理（采集方向）,50-100人,18000,23000,合资,3,5,联蔚数科,"[""互联网""]"
1248,1482191860389773313,广州荔湾区,数据产品经理,50-100人,15000,23000,合资,3,5,联蔚数科,"[""互联网""]"
1249,1482191860389773312,广州海珠区,数据分析师,50-100人,6000,10000,合资,3,0,上海融文商务咨询有限公司,"[""互联网""]"
1250,1482191860385579013,广州海珠区,数据分析师,50-100人,6000,10000,合资,3,0,上海融文商务咨询有限公司,"[""互联网""]"
1251,1482191860385579012,广州,高级数据分析师,50-100人,12000,20000,合资,3,1,上海沃势文化传播有限公司广州分公司,"[""互联网""]"
1252,1482191860385579011,广州,高级数据分析师,50-100人,12000,20000,合资,3,1,上海沃势文化传播有限公司广州分公司,"[""互联网""]"
1253,1482191860385579010,广州天河区,ETL开发工程师,50-100人,15000,20000,合资,3,3,上海言某信息科技有限公司,"[""互联网""]"
1254,1482191860385579009,广州天河区,ETL开发工程师,50-100人,10000,20000,合资,3,3,上海言某信息科技有限公司,"[""互联网""]"
1255,1482191860385579008,广州番禺区,数据产品经理,50-100人,15000,25000,合资,3,3,瑛太莱,"[""互联网""]"
1256,1482191731540754441,广州天河区,高级数据分析师,50-100人,15000,25000,合资,3,5,Esmartwave,"[""互联网""]"
1257,1482191731540754440,广州越秀区,数据分析师,50-100人,8000,13000,合资,3,1,Esmartwave,"[""互联网""]"
1258,1482191731540754439,广州天河区,高级数据分析师,50-100人,15000,25000,合资,3,5,Esmartwave,"[""互联网""]"
1259,1482191731540754438,广州越秀区,数据分析师,50-100人,8000,13000,合资,3,1,Esmartwave,"[""互联网""]"
1260,1482191731540754437,广州天河区,NLP自然语言处理工程师,50-100人,35000,65000,合资,4,3,深圳方信教育科技有限公司,"[""互联网""]"
1261,1482191731540754436,广州南沙区,仓储资深专员（数据分析） (MJ002468),50-100人,8000,15000,合资,3,1,SHEIN,"[""互联网""]"
1262,1482191731540754435,广州,资深薪酬绩效数据分析专员 (MJ004995),50-100人,16000,23000,合资,3,0,SHEIN,"[""互联网""]"
1263,1482191731540754434,广州番禺区,财务数据分析师 (MJ002270),50-100人,13000,20000,合资,3,3,SHEIN,"[""互联网""]"
1264,1482191731540754433,广州番禺区,高级数据分析师 (MJ003580),50-100人,10000,20000,合资,3,0,SHEIN,"[""互联网""]"
1265,1482191731540754432,广州番禺区,财务数据分析师 (MJ002270),50-100人,13000,20000,合资,3,3,SHEIN,"[""互联网""]"
1266,1482191731536560134,广州番禺区,高级数据分析师 (MJ003580),50-100人,10000,20000,合资,3,0,SHEIN,"[""互联网""]"
1267,1482191731536560133,广州天河区,ETL开发工程师,50-100人,9000,15000,合资,3,1,深圳联创智融信息技术有限公司,"[""互联网""]"
1268,1482191731536560132,广州,数据治理/大数据设计工程师,50-100人,16000,30000,合资,3,3,联友科技,"[""互联网""]"
1269,1482191731536560131,广州花都区,数据治理工程师,50-100人,15000,25000,合资,3,5,联友科技,"[""互联网""]"
1270,1482191731536560130,广州花都区,数据产品经理,50-100人,20000,40000,合资,3,3,联友科技,"[""互联网""]"
1271,1482191731536560129,广州海珠区,NLP工程师,50-100人,15000,22000,合资,3,1,深圳南科大数据有限公司,"[""互联网""]"
1272,1482191731536560128,广州天河区,数据治理（开发）工程师,50-100人,8000,18000,合资,3,1,爱德数智,"[""互联网""]"
1273,1482188020965834758,广州海珠区,电商数据分析师,50-100人,10000,18000,合资,2,3,高古科技,"[""互联网""]"
1274,1482188020965834757,广州海珠区,电商数据分析师,50-100人,10000,18000,合资,2,3,高古科技,"[""互联网""]"
1275,1482188020965834756,广州天河区,数据分析师,50-100人,10000,25000,合资,3,3,蓝凌软件,"[""互联网""]"
1276,1482188020965834755,广州天河区,数据分析师,50-100人,10000,25000,合资,3,3,蓝凌软件,"[""互联网""]"
1277,1482188020965834754,广州,NLP算法工程师,50-100人,40000,70000,合资,5,0,深圳市微视觉科技有限公司广州分公司,"[""互联网""]"
1278,1482188020965834753,广州越秀区,ETL开发工程师,50-100人,12000,22000,合资,3,3,惟客数据,"[""互联网""]"
1279,1482188020965834752,广州越秀区,产品经理,50-100人,18000,28000,合资,3,5,惟客数据,"[""互联网""]"
1280,1482188020961640465,广州越秀区,产品 经理,50-100人,15000,25000,合资,3,5,惟客数据,"[""互联网""]"
1281,1482188020961640464,广州,产品经理,50-100人,14000,25000,合资,3,5,惟客数据,"[""互联网""]"
1282,1482188020961640463,广州天河区,数据分析师（商业方向-广州）,50-100人,10000,20000,合资,3,0,一面数据,"[""互联网""]"
1283,1482188020961640462,广州天河区,数据分析师（商业方向）(77P2),50-100人,10000,20000,合资,3,0,一面数据,"[""互联网""]"
1284,1482188020961640461,广州天河区,数据分析师（商业方向）(CNUP),50-100人,10000,20000,合资,3,0,一面数据,"[""互联网""]"
1285,1482188020961640460,广州天河区,数据分析师（商业方向-广州）,50-100人,10000,20000,合资,3,0,一面数据,"[""互联网""]"
1286,1482188020961640459,广州天河区,数据分析师（商业方向）(77P2),50-100人,10000,20000,合资,3,0,一面数据,"[""互联网""]"
1287,1482188020961640458,广州天河区,数据分析师（商业方向）(CNUP),50-100人,10000,20000,合资,3,0,一面数据,"[""互联网""]"
1288,1482188020961640457,广州越秀区,增长运营经理,50-100人,12000,36000,合资,4,5,即能科技(广州)有限公司,"[""互联网""]"
1289,1482188020961640456,广州,云产品销售经理,50-100人,10000,15000,合资,2,1,深圳市云创得力数据有限公司,"[""互联网""]"
1290,1482188020961640455,广州天河区,产品销售经理（金融BI/大数据）,50-100人,10000,15000,合资,3,0,长亮,"[""互联网""]"
1291,1482188020961640454,广州,nlp算法工程师,50-100人,20000,35000,合资,4,5,深圳市智灵时代科技有限公司,"[""互联网""]"
1292,1482188020961640453,广州天河区,数据分析师,50-100人,15000,25000,合资,3,1,深圳市智灵时代科技有限公司,"[""互联网""]"
1293,1482188020961640452,广州天河区,数据分析师,50-100人,15000,25000,合资,3,1,深圳市智灵时代科技有限公司,"[""互联网""]"
1294,1482188020961640451,广州天河区,数据分析师,50-100人,7000,10000,合资,3,1,深圳素士科技股份有限公司,"[""互联网""]"
1295,1482188020961640450,广州天河区,数据分析师,50-100人,7000,10000,合资,3,1,深圳素士科技股份有限公司,"[""互联网""]"
1296,1482188020961640449,广州番禺区,数据分析师,50-100人,15000,25000,合资,3,1,深圳虾皮信息科技有限公司,"[""互联网""]"
1297,1482188020961640448,广州番禺区,高级数据分析师（广州）,50-100人,30000,50000,合资,3,3,深圳虾皮信息科技有限公司,"[""互联网""]"
1298,1482188020957446148,广州番禺区,数据分析师,50-100人,15000,25000,合资,3,1,深圳虾皮信息科技有限公司,"[""互联网""]"
1299,1482188020957446147,广州番禺区,高级数据分析师（广州）,50-100人,30000,50000,合资,3,3,深圳虾皮信息科技有限公司,"[""互联网""]"
1300,1482188020957446146,广州番禺区,数据分析师,50-100人,7000,10000,合资,3,1,PatPat,"[""互联网""]"
1301,1482188020957446145,广州番禺区,数据分析师,50-100人,7000,10000,合资,3,1,PatPat,"[""互联网""]"
1302,1482188020957446144,广州番禺区,数据分析师,50-100人,7000,10000,合资,3,1,PatPat,"[""互联网""]"
1303,1482185488755458060,广州海珠区,电商数据分析师,50-100人,10000,18000,合资,2,3,高古科技,"[""互联网""]"
1304,1482185488755458059,广州海珠区,电商数据分析师,50-100人,10000,18000,合资,2,3,高古科技,"[""互联网""]"
1305,1482185488755458058,广州天河区,数据分析师,50-100人,10000,25000,合资,3,3,蓝凌软件,"[""互联网""]"
1306,1482185488755458057,广州天河区,数据分析师,50-100人,10000,25000,合资,3,3,蓝凌软件,"[""互联网""]"
1307,1482185488755458056,广州,NLP算法工程师,50-100人,40000,70000,合资,5,0,深圳市微视觉科技有限公司广州分公司,"[""互联网""]"
1308,1482185488755458055,广州越秀区,ETL开发工程师,50-100人,12000,22000,合资,3,3,惟客数据,"[""互联网""]"
1309,1482185488755458054,广州越秀区,产品经理,50-100人,18000,28000,合资,3,5,惟客数据,"[""互联网""]"
1310,1482185488755458053,广州越秀区,产品 经理,50-100人,15000,25000,合资,3,5,惟客数据,"[""互联网""]"
1311,1482185488755458052,广州,产品经理,50-100人,14000,25000,合资,3,5,惟客数据,"[""互联网""]"
1312,1482185488755458051,广州天河区,数据分析师（商业方向-广州）,50-100人,10000,20000,合资,3,0,一面数据,"[""互联网""]"
1313,1482185488755458050,广州天河区,数据分析师（商业方向）(77P2),50-100人,10000,20000,合资,3,0,一面数据,"[""互联网""]"
1314,1482185488755458049,广州天河区,数据分析师（商业方向）(CNUP),50-100人,10000,20000,合资,3,0,一面数据,"[""互联网""]"
1315,1482185488755458048,广州天河区,数据分析师（商业方向-广州）,50-100人,10000,20000,合资,3,0,一面数据,"[""互联网""]"
1316,1482185488751263759,广州天河区,数据分析师（商业方向）(77P2),50-100人,10000,20000,合资,3,0,一面数据,"[""互联网""]"
1317,1482185488751263758,广州天河区,数据分析师（商业方向）(CNUP),50-100人,10000,20000,合资,3,0,一面数据,"[""互联网""]"
1318,1482185488751263757,广州越秀区,增长运营经理,50-100人,12000,36000,合资,4,5,即能科技(广州)有限公司,"[""互联网""]"
1319,1482185488751263756,广州,云产品销售经理,50-100人,10000,15000,合资,2,1,深圳市云创得力数据有限公司,"[""互联网""]"
1320,1482185488751263755,广州天河区,产品销售经理（金融BI/大数据）,50-100人,10000,15000,合资,3,0,长亮,"[""互联网""]"
1321,1482185488751263754,广州,nlp算法工程师,50-100人,20000,35000,合资,4,5,深圳市智灵时代科技有限公司,"[""互联网""]"
1322,1482185488751263753,广州天河区,数据分析师,50-100人,15000,25000,合资,3,1,深圳市智灵时代科技有限公司,"[""互联网""]"
1323,1482185488751263752,广州天河区,数据分析师,50-100人,15000,25000,合资,3,1,深圳市智灵时代科技有限公司,"[""互联网""]"
1324,1482185488751263751,广州天河区,数据分析师,50-100人,7000,10000,合资,3,1,深圳素士科技股份有限公司,"[""互联网""]"
1325,1482185488751263750,广州天河区,数据分析师,50-100人,7000,10000,合资,3,1,深圳素士科技股份有限公司,"[""互联网""]"
1326,1482185488751263749,广州番禺区,数据分析师,50-100人,15000,25000,合资,3,1,深圳虾皮信息科技有限公司,"[""互联网""]"
1327,1482185488751263748,广州番禺区,高级数据分析师（广州）,50-100人,30000,50000,合资,3,3,深圳虾皮信息科技有限公司,"[""互联网""]"
1328,1482185488751263747,广州番禺区,数据分析师,50-100人,15000,25000,合资,3,1,深圳虾皮信息科技有限公司,"[""互联网""]"
1329,1482185488751263746,广州番禺区,高级数据分析师（广州）,50-100人,30000,50000,合资,3,3,深圳虾皮信息科技有限公司,"[""互联网""]"
1330,1482185488751263745,广州番禺区,数据分析师,50-100人,7000,10000,合资,3,1,PatPat,"[""互联网""]"
1331,1482185488751263744,广州番禺区,数据分析师,50-100人,7000,10000,合资,3,1,PatPat,"[""互联网""]"
1332,1482185488747069440,广州番禺区,数据分析师,50-100人,7000,10000,合资,3,1,PatPat,"[""互联网""]"
1333,1482185263353561099,广州海珠区,数据分析师-广州,50-100人,10000,25000,合资,3,3,神策数据,"[""互联网""]"
1334,1482185263353561098,广州海珠区,数据分析师-广州,50-100人,10000,25000,合资,3,3,神策数据,"[""互联网""]"
1335,1482185263353561097,广州黄埔区,数据处理分析师,50-100人,6000,8000,合资,2,1,施德朗电气,"[""互联网""]"
1336,1482185263353561096,广州黄埔区,数据处理分析师,50-100人,6000,8000,合资,2,1,施德朗电气,"[""互联网""]"
1337,1482185263353561095,广州天河区,数据分析师（成都） (MJ000049),50-100人,13000,25000,合资,3,0,数数信息科技(上海)有限公司,"[""互联网""]"
1338,1482185263353561094,广州海珠区,高级数据安全治理工程师,50-100人,15000,25000,合资,3,3,数字广东,"[""互联网""]"
1339,1482185263353561093,广州海珠区,数据治理工程师,50-100人,15000,25000,合资,3,5,数字广东,"[""互联网""]"
1340,1482185263353561092,广州海珠区,大数据产品经理,50-100人,15000,30000,合资,3,10,数字广东,"[""互联网""]"
1341,1482185263353561091,广州,高级大数据产品经理,50-100人,15000,30000,合资,3,5,数字广东,"[""互联网""]"
1342,1482185263353561090,广州,高级大数据产品经理,50-100人,20000,30000,合资,3,5,数字广东,"[""互联网""]"
1343,1482185263353561089,广州,数据分析专员,50-100人,4000,5000,合资,3,1,苏州百捷信息科技有限公司,"[""互联网""]"
1344,1482185263353561088,广州黄埔区,高级数据分析师,50-100人,10000,15000,合资,2,3,苏州百捷信息科技有限公司,"[""互联网""]"
1345,1482185263349366791,广州黄埔区,高级数据分析师,50-100人,10000,15000,合资,2,3,苏州百捷信息科技有限公司,"[""互联网""]"
1346,1482185263349366790,广州,数据分析师,50-100人,5000,8000,合资,3,3,索菲亚家居,"[""互联网""]"
1347,1482185263349366789,广州,数据分析师,50-100人,5000,8000,合资,3,3,索菲亚家居,"[""互联网""]"
1348,1482185263349366788,广州海珠区,产品经理（家具）,50-100人,10000,15000,合资,3,1,索菲亚家居,"[""互联网""]"
1349,1482185263349366787,广州,数据分析师,50-100人,10000,15000,合资,2,1,索芙特易购网络科技有限公司,"[""互联网""]"
1350,1482185263349366786,广州番禺区,nlp算法工程师,50-100人,15000,30000,合资,3,3,探迹科技,"[""互联网""]"
1351,1482185263349366785,广州番禺区,产品经理,50-100人,10000,15000,合资,3,1,探迹科技,"[""互联网""]"
1352,1482185263349366784,广州天河区,数据分析专员,50-100人,8000,12000,合资,3,1,汤臣倍健药业有限公司,"[""互联网""]"
1353,1482185135683141643,广州,WXG11-微信读书算法工程师（自然语言处理方向）（广州）,50-100人,10000,15000,合资,3,1,腾讯,"[""互联网""]"
1354,1482185135683141642,广州,WXG03-微信公众平台NLP算法工程师（广州）,50-100人,10000,15000,合资,3,1,腾讯,"[""互联网""]"
1355,1482185135683141641,广州,WXG01-微信视频号内容理解CV/NLP算法工程师（广州/深圳）,50-100人,10000,15000,合资,3,1,腾讯,"[""互联网""]"
1356,1482185135683141640,广州,41071-腾讯会议NLP算法工程师（广州）,50-100人,10000,15000,合资,3,3,腾讯,"[""互联网""]"
1357,1482185135683141639,广州,WXG08-微信搜一搜NLP算法工程师（北京/广州）（广州）,50-100人,10000,15000,合资,3,1,腾讯,"[""互联网""]"
1358,1482185135683141638,广州,WXG01-微信基础业务数据分析师（广州）,50-100人,10000,15000,合资,3,1,腾讯,"[""互联网""]"
1359,1482185135683141637,广州,WXG02-微信专家数据分析师（广州）,50-100人,10000,15000,合资,2,5,腾讯,"[""互联网""]"
1360,1482185135683141636,广州,WXG10-企业微信数据分析师（广/深/成）-广州,50-100人,10000,15000,合资,3,1,腾讯,"[""互联网""]"
1361,1482185135683141635,广州,WXG12-微信安全视频号直播数据分析师（广州）,50-100人,10000,15000,合资,3,1,腾讯,"[""互联网""]"
1362,1482185135683141634,广州,WXG01-微信视频号数据分析师,50-100人,10000,15000,合资,2,1,腾讯,"[""互联网""]"
1363,1482185135683141633,广州,WXG01-微信视频号直播数据分析师,50-100人,10000,15000,合资,2,1,腾讯,"[""互联网""]"
1364,1482185135683141632,广州,WXG01-微信视频号数据分析师（用户增长方向）,50-100人,10000,15000,合资,2,1,腾讯,"[""互联网""]"
1365,1482185135678947333,广州,WXG11-微信读书数据分析师（用户分析方向）,50-100人,10000,15000,合资,3,1,腾讯,"[""互联网""]"
1366,1482185135678947332,广州,WXG11-微信读书数据分析师（内容分析方向）,50-100人,10000,15000,合资,3,1,腾讯,"[""互联网""]"
1367,1482185135678947331,广州,WXG01-微信基础业务数据分析师（广州）,50-100人,10000,15000,合资,3,1,腾讯,"[""互联网""]"
1368,1482185135678947330,广州,WXG02-微信专家数据分析师（广州）,50-100人,10000,15000,合资,2,5,腾讯,"[""互联网""]"
1369,1482185135678947329,广州,WXG10-企业微信数据分析师（广/深/成）-广州,50-100人,10000,15000,合资,3,1,腾讯,"[""互联网""]"
1370,1482185135678947328,广州,WXG12-微信安全视频号直播数据分析师（广州）,50-100人,10000,15000,合资,3,1,腾讯,"[""互联网""]"
1371,1482185135674753034,广州,WXG01-微信视频号数据分析师,50-100人,10000,15000,合资,2,1,腾讯,"[""互联网""]"
1372,1482185135674753033,广州,WXG01-微信视频号直播数据分析师,50-100人,10000,15000,合资,2,1,腾讯,"[""互联网""]"
1373,1482185135674753032,广州,WXG01-微信视频号数据分析师（用户增长方向）,50-100人,10000,15000,合资,2,1,腾讯,"[""互联网""]"
1374,1482185135674753031,广州,WXG11-微信读书数据分析师（用户分析方向）,50-100人,10000,15000,合资,3,1,腾讯,"[""互联网""]"
1375,1482185135674753030,广州,WXG11-微信读书数据分析师（内容分析方向）,50-100人,10000,15000,合资,3,1,腾讯,"[""互联网""]"
1376,1482185135674753029,广州,WXG10-211 企业微信产品运营经理（数据/增长，广州）,50-100人,10000,15000,合资,3,1,腾讯,"[""互联网""]"
1377,1482185135674753028,广州,WXG10-企业微信产品运营经理（数据分析方向）,50-100人,10000,15000,合资,3,1,腾讯,"[""互联网""]"
1378,1482185135674753027,广州,WXG03-小程序产品经理(数据分析方向),50-100人,10000,15000,合资,3,1,腾讯,"[""互联网""]"
1379,1482185135674753026,广州,WXG12-数据合规产品运营经理（广州）,50-100人,10000,15000,合资,3,3,腾讯,"[""互联网""]"
1380,1482185135674753025,广州,WXG03-微信公众平台数据策略产品经理（广州）,50-100人,10000,15000,合资,3,1,腾讯,"[""互联网""]"
1381,1482185135674753024,广州,WXG10-企业微信数据策略产品经理（广州/深圳/成都）（广州）,50-100人,10000,15000,合资,3,1,腾讯,"[""互联网""]"
1382,1482185135670558727,广州,WXG01-微信数据平台产品经理,50-100人,10000,15000,合资,3,3,腾讯,"[""互联网""]"
1383,1482185135670558726,广州,CSIG08-数据产品经理,50-100人,10000,15000,合资,3,3,腾讯,"[""互联网""]"
1384,1482185135670558725,广州,NLP算法工程师,50-100人,30000,45000,合资,2,0,腾讯音乐娱乐集团,"[""互联网""]"
1385,1482185135670558724,广州,PYTHON爬虫数据分析师,50-100人,10000,15000,合资,2,0,同溢堂药业有限公司,"[""互联网""]"
1386,1482185135670558723,广州,PYTHON爬虫数据分析师,50-100人,10000,15000,合资,2,0,同溢堂药业有限公司,"[""互联网""]"
1387,1482185135670558722,广州,高级数据分析师（人力资源BI分析师）,50-100人,15000,40000,合资,3,0,网易集团,"[""互联网""]"
1388,1482185135670558721,广州,NLP 算法工程师,50-100人,25000,35000,合资,3,1,网易集团,"[""互联网""]"
1389,1482185135670558720,广州,招聘运营专员-数据分析方向,50-100人,5000,8000,合资,3,3,网易集团,"[""互联网""]"
1390,1482185135666364424,广州,数据分析师,50-100人,20000,30000,合资,3,3,网易集团,"[""互联网""]"
1391,1482185135666364423,广州,游戏数据分析师,50-100人,15000,30000,合资,3,3,网易集团,"[""互联网""]"
1392,1482185135666364422,广州,数据分析师（用户方向）,50-100人,20000,35000,合资,3,3,网易集团,"[""互联网""]"
1393,1482185135666364421,广州,数据分析师（营收方向）,50-100人,20000,35000,合资,3,3,网易集团,"[""互联网""]"
1394,1482185135666364420,广州,数据分析师,50-100人,20000,30000,合资,3,3,网易集团,"[""互联网""]"
1395,1482185135666364419,广州,游戏数据分析师,50-100人,15000,30000,合资,3,3,网易集团,"[""互联网""]"
1396,1482185135666364418,广州,数据分析师（用户方向）,50-100人,20000,35000,合资,3,3,网易集团,"[""互联网""]"
1397,1482185135666364417,广州,数据分析师（营收方向）,50-100人,20000,35000,合资,3,3,网易集团,"[""互联网""]"
1398,1482185135666364416,广州,数据中台实施项目经理,50-100人,25000,35000,合资,3,5,网易集团,"[""互联网""]"
1399,1482185135662170112,广州天河区,高级产品经理（数据平台）,50-100人,13000,25000,合资,3,1,网易集团,"[""互联网""]"
1400,1482185072458203136,广州,运营专员（数据分析）,50-100人,7000,13000,合资,3,1,唯品会(中国),"[""互联网""]"
1401,1482185072454008845,广州,数据分析专员（内审-反舞弊方向）(027932),50-100人,8000,15000,合资,3,1,唯品会(中国),"[""互联网""]"
1402,1482185072454008844,广州,资深数据分析师/数据分析经理,50-100人,15000,30000,合资,3,5,唯品会(中国),"[""互联网""]"
1403,1482185072454008843,广州,高级/资深数据分析师（行业研究方向）(028079),50-100人,18000,30000,合资,3,5,唯品会(中国),"[""互联网""]"
1404,1482185072454008842,广州,金融贷后催收数据分析师,50-100人,10000,20000,合资,3,3,唯品会(中国),"[""互联网""]"
1405,1482185072454008841,广州,资深数据分析师/数据分析经理,50-100人,20000,35000,合资,3,5,唯品会(中国),"[""互联网""]"
1406,1482185072454008840,广州,资深数据分析师/数据分析经理,50-100人,15000,30000,合资,3,5,唯品会(中国),"[""互联网""]"
1407,1482185072454008839,广州,高级/资深数据分析师（行业研究方向）(028079),50-100人,18000,30000,合资,3,5,唯品会(中国),"[""互联网""]"
1408,1482185072454008838,广州,金融贷后催收数据分析师,50-100人,10000,20000,合资,3,3,唯品会(中国),"[""互联网""]"
1409,1482185072454008837,广州,资深数据分析师/数据分析经理,50-100人,20000,35000,合资,3,5,唯品会(中国),"[""互联网""]"
1410,1482185072454008836,广州,数据产品经理,50-100人,15000,30000,合资,3,1,唯品会(中国),"[""互联网""]"
1411,1482185072454008835,广州天河区,电商数据分析师（行业分析）,50-100人,8000,12000,合资,3,1,维达商贸有限公司,"[""互联网""]"
1412,1482185072454008834,广州天河区,电商数据分析师（人群运营）,50-100人,8000,12000,合资,3,1,维达商贸有限公司,"[""互联网""]"
1413,1482185072454008833,广州天河区,电商数据分析师（行业分析）,50-100人,8000,12000,合资,3,1,维达商贸有限公司,"[""互联网""]"
1414,1482185072454008832,广州天河区,电商数据分析师（人群运营）,50-100人,8000,12000,合资,3,1,维达商贸有限公司,"[""互联网""]"
1415,1482185072449814531,广州天河区,数据分析师,50-100人,8000,13000,合资,3,1,维他奶,"[""互联网""]"
1416,1482185072449814530,广州天河区,数据分析师,50-100人,8000,13000,合资,3,1,维他奶,"[""互联网""]"
1417,1482185072449814529,广州天河区,数据产品经理,50-100人,20000,25000,合资,3,0,温氏股份,"[""互联网""]"
1418,1482185072449814528,广州天河区,数据产品经理,50-100人,13000,18000,合资,3,3,无限极,"[""互联网""]"
1419,1482185001910009857,广州黄埔区,数据分析师,50-100人,10000,12000,合资,3,1,武汉科略数据科技有限公司,"[""互联网""]"
1420,1482185001910009856,广州黄埔区,数据分析师,50-100人,7000,12000,合资,3,0,武汉科略数据科技有限公司,"[""互联网""]"
1421,1482185001905815557,广州,数据分析师,50-100人,10000,15000,合资,3,0,武汉科略数据科技有限公司,"[""互联网""]"
1422,1482185001905815556,广州黄埔区,数据分析师,50-100人,10000,12000,合资,3,1,武汉科略数据科技有限公司,"[""互联网""]"
